,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,37.95,6.8157324683228095,147.2222,,17.95,64.435740783
1,DTE.N,Utilities,6.8,3.53462169847479,9.785219999999999,,4.8786,51.938699084
2,LOW.N,Consumer Discretionary,18.9275,8.20382689334529,56.673,,16.675,53.258932758
3,WBA.OQ,Consumer Staples,10.125,3.2766999598942,15.678329999999999,,14.51,17.883458796
4,MAR.OQ,Consumer Discretionary,22.3,9.57269077970948,-31.13386,,21.8,240.038192234
5,EMR.N,Industrials,18.26667,9.36951655642964,27.251920000000002,,4.8404,37.205855105
6,WEC.N,Utilities,5.2333300000000005,1.8466612843319399,11.0,,7.545,53.944631307
7,LEG.N,Consumer Discretionary,,7.83074191964172,23.6,,,45.631296488000004
8,REG.OQ,Real Estate,,5.74605100905429,7.0974,,,51.072239169
9,MS.N,Financials,,3.4075479386377205,9.47373,,16.55333,84.1824814796
10,BLK.N,Financials,11.8,7.68793489189652,12.9812,,10.1482,15.171691017999999
11,WYNN.OQ,Consumer Discretionary,10.65,8.04351682665906,80.29114,,2.9995,97.206443373
12,HOLX.OQ,Health Care,8.6,7.83371449802414,21.835,,8.52,67.41276636100001
13,BRKb.N,Financials,,5.5339935650600305,6.95,,,24.740103494
14,DVN.N,Energy,1.25,11.166831361514001,0.67075,,4.9,29.949738053
15,ALLE.N,Industrials,24.0,4.4991535592596605,104.4024,,15.939,98.55817940899999
16,PEAK.N,Real Estate,6.3,4.3471403468886605,9.21167,,,46.921017138
17,DLTR.OQ,Consumer Discretionary,7.85,5.540707632432389,21.488000000000003,,16.49,27.665437452
18,PAYX.OQ,Information Technology,48.6,6.3684326491867,45.15,,9.5,0.0
19,AAL.OQ,Industrials,25.0,5.24285028807697,45.6342,,11.62567,89.92823681799999
20,TER.OQ,Information Technology,5.915,9.2342163896486,13.107000000000001,,,0.0
21,WDC.OQ,Information Technology,25.85,8.168612374028879,18.8495,,7.5,21.707006369000002
22,PWR.N,Industrials,,7.66738496871102,8.11583,,8.19375,1.766153198
23,XOM.N,Energy,7.1,6.92690600360099,9.27333,,-6.85,13.854937317000001
24,CMA.N,Financials,,7.352894853955821,7.87613,,9.339,
25,DISCK.OQ,Communication Services,19.1,5.477378342752,20.16629,,15.733329999999999,52.815750372
26,NDAQ.OQ,Financials,24.3,5.43935284031489,10.00783,,8.113999999999999,28.389568655999998
27,DPZ.N,Consumer Discretionary,49.0,3.4954174702643996,-20.433329999999998,,16.1,532.896460406
28,HES.N,Energy,-1.95,10.4319734372461,-2.93614,,-8.7,21.150245522
29,BXP.N,Real Estate,,5.50856586766186,-4.3322,,,55.743837676999995
30,BEN.N,Financials,44.7,6.61731683319838,16.8475,,-0.9520000000000001,14.723010098
31,APA.OQ,Energy,,11.8480481147075,1.1008799999999999,,-2.9,28.553653954
32,AMAT.OQ,Information Technology,18.3,9.29126653906239,20.10633,,12.8,19.836984208
33,FLT.N,Information Technology,9.9,8.64509972159831,18.844,,16.0,57.848609182
34,ZION.OQ,Financials,,8.092220599711741,6.24209,,12.65,
35,RF.N,Financials,,8.85190816139897,7.10888,,6.07667,
36,DISH.OQ,Communication Services,9.06667,8.365583043037809,22.34367,,-0.544,87.53951633700001
37,PEG.N,Utilities,4.646669999999999,3.4434733645347295,11.089269999999999,,2.359,42.869198311999995
38,ALL.N,Financials,9.0,5.670796319137501,11.14723,,7.8395,18.729048244
39,SLB.N,Energy,26.48333,10.8454803230347,11.77856,,0.9225,25.944452014
40,PGR.N,Financials,,3.85200706647637,15.521360000000001,,,23.80543917
41,NOV.N,Energy,4.72,10.1970837809765,4.9030000000000005,,-21.575,13.225833403
42,SWKS.OQ,Information Technology,57.6,8.21260945828819,29.7106,,20.05,0.0
43,EL.N,Consumer Staples,27.14,6.11501751081285,36.20414,,12.275,30.77928474
44,NOC.N,Industrials,12.446,4.9123311286439195,33.494440000000004,,6.547999999999999,45.022796353000004
