,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,17.133329999999997,6.8157324683228095,43.92288,10.0437724017661,15.0968,71.465259275
1,DTE.N,Utilities,6.9,3.53462169847479,10.460289999999999,4.36890593551581,4.157,57.061580993
2,LOW.N,Consumer Discretionary,13.3,8.20382689334529,201.0145,10.029202810325,16.7,81.658025872
3,WBA.OQ,Consumer Staples,18.96667,3.2766999598942,24.373379999999997,7.716705410940289,9.70225,35.041133233000004
4,MAR.OQ,Consumer Discretionary,34.73333,9.57269077970948,187.747,9.72647749511991,18.25,80.772554442
5,EMR.N,Industrials,18.65,9.36951655642964,27.60571,9.80570872397707,9.16533,34.618181818000004
6,WEC.N,Utilities,5.95,1.8466612843319399,11.4895,3.4896462976681204,4.587330000000001,54.51995675
7,LEG.N,Consumer Discretionary,,7.83074191964172,20.9725,9.23890270570154,5.2,50.470648639
8,REG.OQ,Real Estate,,5.74605100905429,4.34,5.96558017439975,,36.547694233
9,MS.N,Financials,,3.4075479386377205,11.51636,9.577212081563,10.617,84.3616908876
10,BLK.N,Financials,20.8,7.68793489189652,15.415,11.0136045777751,8.31875,12.926088424000001
11,WYNN.OQ,Consumer Discretionary,15.45,8.04351682665906,39.75157,12.487976711908901,,83.874833187
12,HOLX.OQ,Health Care,14.0,7.83371449802414,21.28667,7.04903013035681,8.70167,57.801831228000005
13,BRKb.N,Financials,,5.5339935650600305,7.8133300000000006,7.23022189570997,23.3,21.664925887
14,DVN.N,Energy,2.6,11.166831361514001,10.889289999999999,15.8908980337391,41.683,32.653958944
15,ALLE.N,Industrials,24.2,4.4991535592596605,49.3816,9.286456324946391,8.87133,68.839336764
16,PEAK.N,Real Estate,5.0,4.3471403468886605,4.54667,5.225565366774441,,46.090049756999996
17,DLTR.OQ,Consumer Discretionary,15.75,5.540707632432389,18.70756,5.06671167703456,7.8126,43.048182313999995
18,PAYX.OQ,Information Technology,45.7,6.3684326491867,43.905,8.57796970304925,9.455,0.0
19,AAL.OQ,Industrials,13.45,5.24285028807697,74.2478,11.6683681696244,18.2935,100.695358789
20,TER.OQ,Information Technology,,9.2342163896486,38.555,11.067484199862099,5.635,19.974452449
21,WDC.OQ,Information Technology,4.4,8.168612374028879,9.38814,11.4651664008074,-9.5,49.209355592
22,PWR.N,Industrials,,7.66738496871102,11.1104,8.72718692058946,10.095,23.477602554
23,XOM.N,Energy,6.45,6.92690600360099,11.5485,7.90696426678185,13.35425,15.993297338
24,CMA.N,Financials,,7.352894853955821,18.19014,11.254852937397802,7.0,
25,DISCK.OQ,Communication Services,9.9,5.477378342752,21.23667,10.7899159711207,,61.490296595
26,NDAQ.OQ,Financials,10.5,5.43935284031489,15.675,6.45747240886335,9.235,41.282327586
27,DPZ.N,Consumer Discretionary,67.1,3.4954174702643996,-13.4275,5.99769969625513,13.8,718.293627952
28,HES.N,Energy,3.33333,10.4319734372461,3.42289,14.1744559041099,,37.995444191
29,BXP.N,Real Estate,,5.50856586766186,9.555,8.23706057787312,,57.267269197
30,BEN.N,Financials,38.7,6.61731683319838,12.44,9.60387984144248,-3.429,6.08096828
31,APA.OQ,Energy,,11.8480481147075,6.8475,12.9555233259798,7.513,48.33489681
32,AMAT.OQ,Information Technology,33.8,9.29126653906239,39.00671,12.110428329064801,10.77,43.681092643999996
33,FLT.N,Information Technology,,8.64509972159831,25.997139999999998,9.90446936171453,15.37,59.062543547
34,ZION.OQ,Financials,,8.092220599711741,12.56137,11.3891308258389,12.845,
35,RF.N,Financials,,8.85190816139897,11.18547,11.5342021095015,,
36,DISH.OQ,Communication Services,3.6,8.365583043037809,8.31743,11.949228819152,-35.115,62.596586595
37,PEG.N,Utilities,6.4,3.4434733645347295,11.39686,5.21931507003647,5.755,51.843912241999995
38,ALL.N,Financials,,5.670796319137501,15.09,7.40979577575511,12.22433,23.235961530999997
39,SLB.N,Energy,7.46667,10.8454803230347,8.872580000000001,10.656427149631801,21.3,30.493759143000002
40,PGR.N,Financials,,3.85200706647637,22.12444,7.05827132360561,15.489,28.526927959000002
41,NOV.N,Energy,3.1,10.1970837809765,2.231,9.9167871807964,,16.331325301
42,SWKS.OQ,Information Technology,34.0,8.21260945828819,27.667379999999998,6.59121262739562,11.175,0.0
43,EL.N,Consumer Staples,26.805,6.11501751081285,47.1628,6.753618419350981,11.572569999999999,42.936757935
44,NOC.N,Industrials,18.5,4.9123311286439195,36.39886,7.82310304863679,13.9345,63.753486519
45,PKG.N,Materials,14.3,,23.95,13.363470712107699,6.41,48.360418156
46,CSX.OQ,Industrials,14.4,6.96662230119126,32.641999999999996,10.1508071566605,11.7205,53.981782932
47,MSCI.N,Financials,31.65,6.298239884181349,89.18567,9.359578893593019,14.4,106.911309551
48,CERN.OQ,Health Care,15.5,5.44327329427451,15.19,8.343863364746241,9.16667,8.259630071
49,MGM.N,Consumer Discretionary,8.23333,9.43588573820127,11.9619,10.860438336154198,39.1075,58.869186351
50,ANSS.OQ,Information Technology,12.45,8.52484098657596,14.725,10.541807780522099,15.6,0.0
51,UNH.N,Health Care,20.715,5.16780468303371,25.05625,7.30562818584397,16.0878,39.398152639
52,ALGN.OQ,Health Care,45.75,11.5851133930054,30.9375,15.023387322970901,21.2568,0.0
53,NLSN.N,Industrials,-0.4,4.82306824049924,21.7822,7.83224715399899,4.70567,73.377077865
54,TTWO.OQ,Communication Services,31.225,4.89156565393656,18.604670000000002,8.52607889514531,23.016,0.538930875
55,BIO.N,Health Care,25.0,5.789374183736481,23.16667,9.94130683119251,20.985,9.853218592000001
56,CAG.N,Consumer Staples,7.455,4.936425771450519,14.46,6.912097175650731,4.6,50.390893244
57,XLNX.OQ,Information Technology,50.43333,7.107336940653241,30.584670000000003,9.465862564353431,18.18667,42.062710681999995
58,INCY.OQ,Health Care,13.5,5.854574273119679,21.44,10.7547420421721,46.0,1.84139724
59,ADBE.OQ,Information Technology,30.75,6.97977943808432,31.80913,9.083005283523962,22.65,30.533531891
60,NTRS.OQ,Financials,,1.11142192873839,16.08333,8.98711207061567,14.219000000000001,91.858486751
61,SPGI.N,Financials,84.0,6.589002811134289,205.7195,9.366380875593858,9.3,61.381159906
62,CVX.N,Energy,6.4,7.65454301633038,9.796,8.59385071162862,40.72233,18.126680028
63,AIZ.N,Financials,,4.45225375273683,10.755,6.37403808104597,,28.095631591
64,PRGO.N,Health Care,,4.026740495616299,11.43,9.99312330644076,1.7,36.388530385
65,CNC.N,Health Care,15.45,3.3543620825289304,13.743170000000001,10.1653663296396,16.391,37.754813936
66,AKAM.OQ,Information Technology,20.9,3.3323705292640797,18.302139999999998,5.912234803769809,17.561,32.838182579
67,COG.N,Energy,14.8,2.50716636572394,29.144000000000002,6.22320756269725,27.072,36.994770783
68,BIIB.OQ,Health Care,25.1,3.49572817149596,27.45,9.016066414299269,4.18,31.297283334
69,K.N,Consumer Staples,14.866670000000001,4.199103823717509,42.99343,5.743072527802121,2.63,73.788582808
70,EQIX.OQ,Real Estate,8.2,2.82388321416805,9.0475,7.94833014513133,,61.085779603999995
71,DD.N,Materials,13.25,7.78767781441134,9.894630000000001,9.485122262498699,11.27,11.644662287000001
72,WFC.N,Financials,,4.4409092849318705,14.03589,9.045955996040849,13.62,
73,SJM.N,Consumer Staples,8.692,2.62520877307041,9.82967,5.76942985784078,3.39333,37.978165699
74,ZBRA.OQ,Information Technology,,10.1164510758362,32.21,11.073127773406998,,54.374572796
75,CPRT.OQ,Industrials,22.9,7.1631194149954105,42.8,8.12585777618014,,20.186703968
76,BFb.N,Consumer Staples,23.82,5.529012194018309,49.50875,6.49710183114528,9.47,66.012396694
77,NOW.N,Information Technology,24.3,7.1844007726931,33.46563,11.150839764128301,35.95,37.323298584
78,TT.N,Industrials,14.3,4.1204119897046105,22.04417,9.89615634534722,10.307,36.673210172
79,IBM.N,Information Technology,13.5,6.31223640595593,57.76333,9.840572763974471,,73.017643965
80,PAYC.N,Information Technology,29.2,9.63455298074444,34.31,13.240910885427498,21.511329999999997,9.315927204
81,DXC.N,Information Technology,18.7,6.4240446511353095,21.04,11.6639859255952,9.94667,36.66407287
82,NFLX.OQ,Communication Services,13.575,5.9869586409194095,32.38709,10.705642740228901,49.83575,66.41563918
83,GL.N,Financials,,7.0675457374591195,13.36933,8.51265969407421,7.5,23.516717725
84,HON.N,Industrials,34.45,7.23753322165503,31.6225,9.0114123478803,4.9156699999999995,46.889730761
85,APTV.N,Consumer Discretionary,17.8,7.62567723515617,33.61891,12.702156017086802,10.6,54.205141003
86,GIS.N,Consumer Staples,13.1175,3.84833082172086,25.20929,7.06285073174554,5.37667,68.516753872
87,NRG.N,Utilities,37.0,4.934336749475039,154.4325,7.2004045838139605,39.795,122.898605352
88,SEE.N,Materials,14.9,5.963121761103411,-216.75099999999998,9.32740761188591,15.278670000000002,111.153058613
89,ROST.OQ,Consumer Discretionary,42.6,6.89843160572087,48.54529,7.9123715710091505,9.62875,8.635266401
90,BMY.N,Health Care,20.4,3.94158645440194,37.4974,7.314784219666111,8.82733,34.219593965
91,ALB.N,Materials,10.0,8.508108375526481,16.14678,12.4228642120906,12.44,31.206273134
92,APD.N,Materials,13.56,5.40587606026095,16.588379999999997,7.502936616403769,11.847999999999999,25.436156089
93,DOW.N,Materials,,6.97346990450997,,,,37.168753504
94,REGN.OQ,Health Care,22.25,2.11661119608668,19.887999999999998,9.623165584641171,11.1,7.484840161
95,XRX.N,Information Technology,6.6,7.650388022721519,16.6,,,49.890298578999996
96,OXY.N,Energy,3.1,6.629829875730651,12.04256,7.70391520018894,10.654000000000002,32.600246469
97,VTR.N,Real Estate,4.1,5.9945663782606795,-4.9,4.84632382139768,,50.646341692
98,PNW.N,Utilities,8.6,2.16629424075522,10.20229,3.65852272071565,4.564,49.3653852
99,AFL.N,Financials,,6.154231704672769,13.98686,7.1785716107512,6.1905,19.760601915
100,AON.N,Financials,23.5,5.83697790852844,44.2475,,11.36,60.317908202
101,LMT.N,Industrials,32.26667,6.35107307246851,161.68816999999999,8.47659652950411,12.0145,90.683469427
102,ZTS.N,Health Care,24.8,4.6431308819555,53.3402,7.97570674471761,14.527000000000001,74.701864073
103,ABC.N,Health Care,21.125,3.6798300759217404,41.50388,9.177919572213499,9.0428,60.454037539
104,CDNS.OQ,Information Technology,,7.34224146454409,29.405,9.05515532321372,12.0,25.684550658000003
105,EA.OQ,Communication Services,23.15,6.4957056649612,24.92533,9.555256441319669,10.0125,17.755503848
106,ORLY.OQ,Consumer Discretionary,27.96667,6.716369294829541,197.0735,7.56304751123927,15.9146,90.620875366
107,FITB.OQ,Financials,,6.79597519100708,12.4565,10.562087455388198,,
108,CHRW.OQ,Industrials,27.92,5.08642453518145,38.1388,6.82205771871533,6.385,47.418002105
109,ECL.N,Materials,9.25,6.62772082853477,21.0011,7.87894246359549,13.046,46.660661774
110,PHM.N,Consumer Discretionary,11.63333,8.25028145854952,15.77425,7.291248284919719,0.465,41.563982572
111,EXR.N,Real Estate,9.4,2.36193600751863,19.165,4.508988902059401,,63.33493354
112,VRSN.OQ,Information Technology,232.2,5.5017207596377995,-46.5,8.9270676586395,,446.73864350199995
113,TXT.N,Industrials,11.175,8.8851163627312,16.79,12.4043412470274,17.3,42.156862745
114,EBAY.OQ,Consumer Discretionary,119.8,7.076459400327099,56.99138000000001,10.583880675827599,11.284,59.508767406000004
115,BAC.N,Financials,,4.76945152706042,11.77033,11.3983334436007,20.686,
116,PYPL.OQ,Information Technology,26.735,7.81636685640863,21.21667,8.668680988916991,21.6175,11.493327197000001
117,CMCSA.OQ,Communication Services,8.3,5.72009279912415,15.659329999999999,9.16963966409961,13.43125,60.219011538000004
118,EQR.N,Real Estate,4.7,4.862623492244389,5.28333,6.33845457561266,,44.997074506000004
119,SBUX.OQ,Consumer Discretionary,27.566670000000002,5.8816220967572805,-52.318000000000005,5.48592066980371,12.25,88.92416092799999
120,EW.N,Health Care,22.5,7.09771371404541,26.51983,7.91862917202499,11.905,15.901665685
