,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,16.625,6.8157324683228095,43.3445,8.53276697243412,7.847,67.808096186
1,DTE.N,Utilities,6.3,3.53462169847479,10.8175,4.58351179277824,5.84333,59.590303858
2,LOW.N,Consumer Discretionary,21.45,8.20382689334529,139.6288,9.74743424136244,19.1,90.732211674
3,WBA.OQ,Consumer Staples,14.433329999999998,3.2766999598942,17.170289999999998,4.24282643286564,2.01267,41.075436713
4,MAR.OQ,Consumer Discretionary,53.8,9.57269077970948,188.13400000000001,10.8651052403233,-9.706669999999999,93.962037276
5,EMR.N,Industrials,13.35,9.36951655642964,25.32929,10.2612451361545,1.46767,40.881806488
6,WEC.N,Utilities,5.9,1.8466612843319399,11.8422,1.88728829158353,5.896,55.394613216
7,LEG.N,Consumer Discretionary,,7.83074191964172,,10.6289930955633,,61.85147507600001
8,REG.OQ,Real Estate,7.65,5.74605100905429,4.1025,6.558202269781059,,38.39112670000001
9,MS.N,Financials,,3.4075479386377205,8.91018,10.089678905724,0.6165,84.3491311276
10,BLK.N,Financials,19.7,7.68793489189652,16.12833,8.84535283184808,3.36725,12.423528232
11,WYNN.OQ,Consumer Discretionary,4.66667,8.04351682665906,25.64517,16.5286674287069,22.237,87.11494381
12,HOLX.OQ,Health Care,14.5,7.83371449802414,25.5975,10.023963310764401,6.575,59.248415741
13,BRKb.N,Financials,,5.5339935650600305,6.775,5.590406603269741,,19.432595580999998
14,DVN.N,Energy,,11.166831361514001,-5.7546,21.851935345085696,,43.408851926000004
15,ALLE.N,Industrials,17.933329999999998,4.4991535592596605,44.781000000000006,5.81865471948843,3.0075,65.24838901300001
16,PEAK.N,Real Estate,1.5,4.3471403468886605,1.56667,4.92064122928016,,48.786931065
17,DLTR.OQ,Consumer Discretionary,12.4,5.540707632432389,16.8836,4.78942177765759,6.96175,37.620424853
18,PAYX.OQ,Information Technology,90.6,6.3684326491867,36.34857,6.6192993760212895,3.16,23.314499839
19,AAL.OQ,Industrials,8.03333,5.24285028807697,38.3114,11.2336594362759,-3.32175,100.48766376
20,TER.OQ,Information Technology,,9.2342163896486,32.791,9.15269779778807,11.73,21.051713608
21,WDC.OQ,Information Technology,17.3,8.168612374028879,18.344,10.9087525708277,,51.35438528
22,PWR.N,Industrials,,7.66738496871102,11.742,7.906187079011151,8.751,25.21841873
23,XOM.N,Energy,-0.45,6.92690600360099,2.69325,9.20145316368544,9.3135,19.134838951
24,CMA.N,Financials,,7.352894853955821,7.12263,12.4541511157427,-32.3,
25,DISCK.OQ,Communication Services,21.95,5.477378342752,16.035,10.3418427277172,,56.699837163000005
26,NDAQ.OQ,Financials,20.0,5.43935284031489,16.15333,5.4846853530258795,7.49725,37.524927986
27,DPZ.N,Consumer Discretionary,99.35,3.4954174702643996,-9.2036,3.14336494687281,12.2962,588.88047632
28,HES.N,Energy,-2.7,10.4319734372461,-10.232999999999999,15.0588650479161,,43.249722271
29,BXP.N,Real Estate,5.5,5.50856586766186,9.31667,7.293450824587901,,60.02891559
30,BEN.N,Financials,,6.61731683319838,7.6825,8.70031523129245,-4.2265,6.169854604
31,APA.OQ,Energy,-3.3,11.8480481147075,11.59,30.0759410065104,-24.0,63.050198734
32,AMAT.OQ,Information Technology,32.8,9.29126653906239,35.169000000000004,9.54907681941552,19.6,39.277001553000005
33,FLT.N,Information Technology,,8.64509972159831,27.40656,10.130014018438699,8.90975,57.57377834
34,ZION.OQ,Financials,,8.092220599711741,7.19158,11.4827247577088,-32.4,
35,RF.N,Financials,,8.85190816139897,7.43267,11.5049848406789,-21.6,
36,DISH.OQ,Communication Services,4.75,8.365583043037809,7.245710000000001,11.7937583243079,-14.39967,53.853343775
