,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,48.0,6.8157324683228095,101.53778,,15.733329999999999,64.435740783
1,DTE.N,Utilities,6.9,3.53462169847479,9.71188,,4.5125,51.938699084
2,LOW.N,Consumer Discretionary,18.594,8.20382689334529,49.97269,,18.2,53.258932758
3,WBA.OQ,Consumer Staples,10.725,3.2766999598942,16.7421,,13.91,17.883458796
4,MAR.OQ,Consumer Discretionary,20.115,9.57269077970948,-39.678000000000004,,20.09,240.038192234
5,EMR.N,Industrials,15.866670000000001,9.36951655642964,29.96215,,8.456,37.205855105
6,WEC.N,Utilities,6.0,1.8466612843319399,13.936670000000001,,5.835,53.944631307
7,LEG.N,Consumer Discretionary,,7.83074191964172,,,,45.631296488000004
8,REG.OQ,Real Estate,,5.74605100905429,6.7536,,,51.072239169
9,MS.N,Financials,,3.4075479386377205,9.14027,,15.486670000000002,84.1824814796
10,BLK.N,Financials,18.8,7.68793489189652,13.46514,,13.83,15.171691017999999
11,WYNN.OQ,Consumer Discretionary,19.5,8.04351682665906,180.5346,,21.6,97.206443373
12,HOLX.OQ,Health Care,52.25,7.83371449802414,20.88,,6.55,67.41276636100001
13,BRKb.N,Financials,,5.5339935650600305,7.4,,,24.740103494
14,DVN.N,Energy,1.3,11.166831361514001,4.06125,,-6.6,29.949738053
15,ALLE.N,Industrials,25.46,4.4991535592596605,137.8742,,,98.55817940899999
16,PEAK.N,Real Estate,6.7,4.3471403468886605,9.26333,,2.5,46.921017138
17,DLTR.OQ,Consumer Discretionary,29.933329999999998,5.540707632432389,38.83,,13.7,27.665437452
18,PAYX.OQ,Information Technology,43.83333,6.3684326491867,39.492779999999996,,9.8,0.0
19,AAL.OQ,Industrials,,5.24285028807697,62.026,,23.1,89.92823681799999
20,TER.OQ,Information Technology,4.575,9.2342163896486,11.2626,,11.31,0.0
21,WDC.OQ,Information Technology,28.23333,8.168612374028879,24.03957,,7.5125,21.613475176999998
22,PWR.N,Industrials,,7.66738496871102,9.36683,,12.86333,1.766153198
23,XOM.N,Energy,10.73333,6.92690600360099,11.73956,,-1.15,13.854937317000001
24,CMA.N,Financials,,7.352894853955821,8.41104,,8.49,
25,DISCK.OQ,Communication Services,31.6,5.477378342752,20.39,,,52.815750372
26,NDAQ.OQ,Financials,,5.43935284031489,9.697000000000001,,9.30667,28.389568655999998
