,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,39.75,6.8157324683228095,174.8822,,15.833329999999998,64.435740783
1,DTE.N,Utilities,7.3,3.53462169847479,9.68463,,4.828,51.938699084
2,LOW.N,Consumer Discretionary,18.612000000000002,8.20382689334529,52.5042,,17.03333,53.258932758
3,WBA.OQ,Consumer Staples,9.875,3.2766999598942,14.94846,,13.745,17.883458796
4,MAR.OQ,Consumer Discretionary,20.866670000000003,9.57269077970948,-36.71086,,20.85,240.038192234
5,EMR.N,Industrials,17.65,9.36951655642964,28.2275,,7.8,37.205855105
6,WEC.N,Utilities,6.2,1.8466612843319399,13.5575,,6.0,53.944631307
7,LEG.N,Consumer Discretionary,,7.83074191964172,23.6,,,45.631296488000004
8,REG.OQ,Real Estate,,5.74605100905429,6.9692,,14.633,51.072239169
9,MS.N,Financials,,3.4075479386377205,9.49213,,15.573329999999999,84.1824814796
10,BLK.N,Financials,20.9,7.68793489189652,13.3856,,11.642000000000001,15.171691017999999
11,WYNN.OQ,Consumer Discretionary,13.933329999999998,8.04351682665906,138.12967,,7.8,97.206443373
12,HOLX.OQ,Health Care,7.85,7.83371449802414,18.124000000000002,,7.05,67.41276636100001
13,BRKb.N,Financials,,5.5339935650600305,7.25,,,24.740103494
14,DVN.N,Energy,1.3,11.166831361514001,2.52063,,-5.38433,29.949738053
15,ALLE.N,Industrials,25.92,4.4991535592596605,118.4636,,15.237,98.55817940899999
16,PEAK.N,Real Estate,6.7,4.3471403468886605,9.23667,,,46.921017138
17,DLTR.OQ,Consumer Discretionary,20.825,5.540707632432389,31.04857,,13.68,27.665437452
18,PAYX.OQ,Information Technology,38.43667,6.3684326491867,39.725559999999994,,9.8,0.0
19,AAL.OQ,Industrials,,5.24285028807697,51.33775,,20.05,89.92823681799999
20,TER.OQ,Information Technology,4.575,9.2342163896486,11.54,,,0.0
21,WDC.OQ,Information Technology,,8.168612374028879,23.2776,,4.18,21.613475176999998
22,PWR.N,Industrials,,7.66738496871102,9.135710000000001,,12.59667,1.766153198
23,XOM.N,Energy,10.66667,6.92690600360099,11.421560000000001,,-4.9,13.854937317000001
24,CMA.N,Financials,,7.352894853955821,8.0326,,8.345,
25,DISCK.OQ,Communication Services,19.75,5.477378342752,22.355,,17.95,52.815750372
26,NDAQ.OQ,Financials,,5.43935284031489,10.557,,8.5625,28.389568655999998
27,DPZ.N,Consumer Discretionary,46.8,3.4954174702643996,-21.2,,15.7,532.896460406
28,HES.N,Energy,0.43333,10.4319734372461,-0.9836299999999999,,-63.9,21.150245522
29,BXP.N,Real Estate,,5.50856586766186,-2.8154,,,55.743837676999995
30,BEN.N,Financials,56.5,6.61731683319838,17.5275,,3.22625,14.723010098
31,APA.OQ,Energy,0.8,11.8480481147075,1.10522,,-7.5735,28.553653954
32,AMAT.OQ,Information Technology,18.6,9.29126653906239,20.511779999999998,,16.0,19.836984208
33,FLT.N,Information Technology,10.2,8.64509972159831,18.3875,,19.5475,57.848609182
34,ZION.OQ,Financials,,8.092220599711741,6.10355,,12.34,
35,RF.N,Financials,,8.85190816139897,7.04753,,6.03,
36,DISH.OQ,Communication Services,12.13333,8.365583043037809,24.30725,,3.72267,87.53951633700001
37,PEG.N,Utilities,7.933330000000001,3.4434733645347295,11.16633,,2.84667,42.869198311999995
38,ALL.N,Financials,9.0,5.670796319137501,11.8,,5.44667,18.729048244
39,SLB.N,Energy,27.816670000000002,10.8454803230347,12.81959,,6.4225,25.944452014
40,PGR.N,Financials,7.4,3.85200706647637,14.72021,,5.065,23.80543917
41,NOV.N,Energy,5.46,10.1970837809765,5.36192,,-15.55,13.225833403
42,SWKS.OQ,Information Technology,55.96666999999999,8.21260945828819,28.275,,21.275,0.0
43,EL.N,Consumer Staples,26.125,6.11501751081285,32.36267,,9.325,25.766906475
44,NOC.N,Industrials,22.6,4.9123311286439195,31.29188,,6.4105,45.022796353000004
45,PKG.N,Materials,14.775,,27.454859999999996,,7.03,60.99674417399999
46,CSX.OQ,Industrials,20.6675,6.96662230119126,18.31192,,9.06667,46.572330051
47,MSCI.N,Financials,71.7,6.298239884181349,19.0804,,,35.492580331999996
48,CERN.OQ,Health Care,19.68,5.44327329427451,21.16988,,18.965,3.525908098
49,MGM.N,Consumer Discretionary,6.5,9.43588573820127,3.5532199999999996,,13.0,64.812414886
50,ANSS.OQ,Information Technology,13.9,8.52484098657596,10.8,,8.75,0.0
51,UNH.N,Health Care,16.7,5.16780468303371,17.37667,,10.06,33.964252264
52,ALGN.OQ,Health Care,46.1,11.5851133930054,19.74675,,20.0,0.0
53,NLSN.N,Industrials,3.6,4.82306824049924,21.16,,12.33,57.028045207
54,TTWO.OQ,Communication Services,22.4,4.89156565393656,31.2834,,6.901,45.654066429
55,BIO.N,Health Care,,5.789374183736481,4.9,,,16.63309336
56,CAG.N,Consumer Staples,3.905,4.936425771450519,16.6996,,8.46667,62.555238575
57,XLNX.OQ,Information Technology,49.4,7.107336940653241,22.5266,,8.8175,37.344990399000004
58,INCY.OQ,Health Care,136.9,5.854574273119679,45.0,,,113.75276098100001
59,ADBE.OQ,Information Technology,-5.129,6.97977943808432,18.6795,,10.0,18.266282439
60,NTRS.OQ,Financials,,1.11142192873839,11.91292,,12.6,92.03673193899999
61,SPGI.N,Financials,301.85,6.589002811134289,199.2525,,14.58,37.080223881
62,CVX.N,Energy,3.8675,7.65454301633038,7.2683,,-6.6975,15.117738805999998
63,AIZ.N,Financials,,4.45225375273683,8.3985,,8.23333,18.435261963
64,PRGO.N,Health Care,10.5,4.026740495616299,10.543330000000001,,14.94,26.946766943000004
65,CNC.N,Health Care,11.9,3.3543620825289304,16.0125,,17.8,31.732851986
66,AKAM.OQ,Information Technology,10.6,3.3323705292640797,14.79309,,15.48771,17.037163687
67,COG.N,Energy,10.95,2.50716636572394,12.61243,,29.8,44.98382816
68,BIIB.OQ,Health Care,66.5,3.49572817149596,32.318000000000005,,16.84,5.118711285
69,K.N,Consumer Staples,14.3,4.199103823717509,46.16714,,4.15,72.10644751
70,EQIX.OQ,Real Estate,9.2,2.82388321416805,15.32,,18.0,67.16657374
71,DD.N,Materials,,7.78767781441134,,,,
72,WFC.N,Financials,,4.4409092849318705,12.82986,,7.91,
73,SJM.N,Consumer Staples,6.7333300000000005,2.62520877307041,9.4968,,7.462000000000001,46.54542986
74,ZBRA.OQ,Information Technology,11.5,10.1164510758362,33.8,,25.0,75.243863565
75,CPRT.OQ,Industrials,,7.1631194149954105,27.5,,12.5,23.185930801999998
76,BFb.N,Consumer Staples,24.566670000000002,5.529012194018309,34.492,,8.7,38.309585492
77,NOW.N,Information Technology,1.145,7.1844007726931,10.789000000000001,,45.0,50.84633625
78,TT.N,Industrials,41.58889,4.1204119897046105,18.21736,,13.15825,41.134199303
79,IBM.N,Information Technology,24.9,6.31223640595593,74.703,,6.5,77.218598301
80,PAYC.N,Information Technology,21.8,9.63455298074444,24.628,,27.3,26.680248428000002
81,DXC.N,Information Technology,13.9,6.4240446511353095,31.2925,,11.36,45.923764363000004
82,NFLX.OQ,Communication Services,21.175,5.9869586409194095,12.0647,,27.4,33.011077267
83,GL.N,Financials,8.7,7.0675457374591195,12.710360000000001,,8.4425,20.757915747000002
84,HON.N,Industrials,27.066670000000002,7.23753322165503,24.7229,,9.5152,32.537660196
85,APTV.N,Consumer Discretionary,34.28,7.62567723515617,60.9292,,13.4875,44.857247438
86,GIS.N,Consumer Staples,13.0,3.84833082172086,28.372629999999997,,5.66,52.373429983
87,NRG.N,Utilities,3.8,4.934336749475039,3.062,,42.42,62.731258356000005
88,SEE.N,Materials,16.3,5.963121761103411,35.9146,,10.56667,79.19521926600001
89,ROST.OQ,Consumer Discretionary,24.78,6.89843160572087,44.481429999999996,,13.166670000000002,14.788624974000001
90,BMY.N,Health Care,23.2,3.94158645440194,25.784860000000002,,17.08833,34.32829279
91,ALB.N,Materials,,8.508108375526481,19.7025,,11.25,66.341538304
92,APD.N,Materials,12.45,5.40587606026095,19.32538,,11.88,43.932333363999994
93,DOW.N,Materials,,6.97346990450997,,,,
94,REGN.OQ,Health Care,21.6,2.11661119608668,32.203,,20.0,15.216648349000002
95,XRX.N,Information Technology,10.7,7.650388022721519,10.202,,2.0,41.081568751999995
96,OXY.N,Energy,4.05,6.629829875730651,6.23663,,-6.4,16.360025839000002
97,VTR.N,Real Estate,,5.9945663782606795,9.19,,8.6,54.850439771000005
98,PNW.N,Utilities,6.86667,2.16629424075522,9.49613,,5.3,43.908388665
99,AFL.N,Financials,10.5,6.154231704672769,16.713729999999998,,7.91667,22.353887171999997
100,AON.N,Financials,20.933329999999998,5.83697790852844,27.594179999999998,,12.0575,46.511252721999995
101,LMT.N,Industrials,27.8,6.35107307246851,126.18871000000001,,8.9025,64.368057011
102,ZTS.N,Health Care,43.0,4.6431308819555,44.805,,11.7,73.087761675
103,ABC.N,Health Care,10.1,3.6798300759217404,36.78771,,17.18,50.489977182
104,CDNS.OQ,Information Technology,,7.34224146454409,23.1,,10.0,34.136329985
105,EA.OQ,Communication Services,29.73333,6.4957056649612,25.60071,,12.56667,17.2526574
