,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,17.25,6.8157324683228095,46.5358,7.6894540345169995,8.5754,67.808096186
1,DTE.N,Utilities,6.2,3.53462169847479,10.87486,4.51411460461194,5.9485,59.590303858
2,LOW.N,Consumer Discretionary,24.5,8.20382689334529,120.80913000000001,9.76960000478339,21.8,90.732211674
3,WBA.OQ,Consumer Staples,12.23333,3.2766999598942,16.729879999999998,3.41041208790783,-2.419,41.075436713
4,MAR.OQ,Consumer Discretionary,31.3,9.57269077970948,183.854,10.890789329819802,-5.85,93.962037276
5,EMR.N,Industrials,14.95,9.36951655642964,25.234,9.86233760902011,0.98767,40.881806488
6,WEC.N,Utilities,5.9,1.8466612843319399,11.8112,1.73880522280002,5.91467,55.394613216
7,LEG.N,Consumer Discretionary,,7.83074191964172,,10.2037457155706,,61.85147507600001
8,REG.OQ,Real Estate,7.4,5.74605100905429,3.8325,5.8229724503565095,,38.39112670000001
9,MS.N,Financials,,3.4075479386377205,9.61518,9.4454654174751,2.775,84.3491311276
10,BLK.N,Financials,21.0,7.68793489189652,14.39833,8.46693792145165,7.65025,12.423528232
11,WYNN.OQ,Consumer Discretionary,4.53333,8.04351682665906,0.25933,14.8505098198117,5.461,87.11494381
12,HOLX.OQ,Health Care,19.8,7.83371449802414,35.1325,9.274503366568108,16.4,59.248415741
13,BRKb.N,Financials,,5.5339935650600305,6.675,5.6063049422486,,19.432595580999998
14,DVN.N,Energy,,11.166831361514001,2.41875,20.904794689134,,43.408851926000004
15,ALLE.N,Industrials,20.2,4.4991535592596605,45.072829999999996,5.23319128673922,-0.4,65.24838901300001
16,PEAK.N,Real Estate,1.5,4.3471403468886605,0.65667,4.61079991755008,,48.786931065
17,DLTR.OQ,Consumer Discretionary,12.575,5.540707632432389,17.15956,4.4371620749695,9.655,37.620424853
18,PAYX.OQ,Information Technology,,6.3684326491867,36.068670000000004,6.3139485593789,3.28,22.378812826
19,AAL.OQ,Industrials,1.63333,5.24285028807697,44.551829999999995,11.4475016113012,-27.894000000000002,100.48766376
20,TER.OQ,Information Technology,,9.2342163896486,31.377670000000002,8.652009027543581,16.66,21.051713608
21,WDC.OQ,Information Technology,13.525,8.168612374028879,20.843329999999998,9.809486694124551,,50.062741816999996
22,PWR.N,Industrials,,7.66738496871102,12.70167,8.0680832165388,10.025,25.21841873
23,XOM.N,Energy,-0.55,6.92690600360099,3.11725,8.65017639486469,12.84333,19.134838951
24,CMA.N,Financials,,7.352894853955821,8.50947,11.7191977443822,-33.6,
25,DISCK.OQ,Communication Services,21.45,5.477378342752,17.2775,9.08117364797147,,56.699837163000005
26,NDAQ.OQ,Financials,11.2,5.43935284031489,16.24286,5.63416744971725,8.81,37.524927986
27,DPZ.N,Consumer Discretionary,101.65,3.4954174702643996,-11.0078,2.93679987518735,15.2592,588.88047632
28,HES.N,Energy,-2.35,10.4319734372461,-9.99243,14.1301292339158,,43.249722271
29,BXP.N,Real Estate,,5.50856586766186,8.5,6.734492547729309,,60.02891559
30,BEN.N,Financials,13.2,6.61731683319838,10.006,8.13882202975979,-5.662000000000001,6.169854604
31,APA.OQ,Energy,4.2,11.8480481147075,-8.5,29.5937547068697,,63.050198734
32,AMAT.OQ,Information Technology,35.86667,9.29126653906239,36.076440000000005,8.77013124540694,20.07667,39.277001553000005
33,FLT.N,Information Technology,,8.64509972159831,28.04275,9.543300819831481,8.347000000000001,57.57377834
34,ZION.OQ,Financials,,8.092220599711741,6.78839,10.5959870468257,-32.4,
35,RF.N,Financials,,8.85190816139897,6.96267,10.6689977753062,,
36,DISH.OQ,Communication Services,5.39,8.365583043037809,6.93267,11.518840059474401,-14.927,53.853343775
37,PEG.N,Utilities,6.65,3.4434733645347295,10.51667,4.24373953084336,1.2,51.810807358000005
38,ALL.N,Financials,,5.670796319137501,13.56833,5.142749919858191,5.1055,20.322412577999998
39,SLB.N,Energy,0.2,10.8454803230347,6.04263,13.616458559813099,-5.6475,38.748416519
40,PGR.N,Financials,,3.85200706647637,18.04,4.03925778084296,0.54,24.074751856
41,NOV.N,Energy,-1.15,10.1970837809765,-2.03714,11.9037007262298,,22.432031635999998
42,SWKS.OQ,Information Technology,29.9,8.21260945828819,25.69143,8.28581233737907,12.65,0.0
43,EL.N,Consumer Staples,28.82,6.11501751081285,49.786,5.50044375944531,13.31475,60.764507823
44,NOC.N,Industrials,20.225,4.9123311286439195,35.7405,5.51264540183733,8.617,61.146356507
45,PKG.N,Materials,10.7,,14.06,7.79626635586294,,44.818787846000006
46,CSX.OQ,Industrials,12.76667,6.96662230119126,26.704,7.68577332498464,3.65075,57.784420483000005
47,MSCI.N,Financials,40.0,6.298239884181349,-109.72,6.065172671159099,11.8,102.56122104200001
48,CERN.OQ,Health Care,16.83333,5.44327329427451,19.531670000000002,5.61471573882403,10.50333,19.388316395
49,MGM.N,Consumer Discretionary,-0.5,9.43588573820127,-5.66244,15.1094873900469,-11.571,46.871041999999996
50,ANSS.OQ,Information Technology,14.4,8.52484098657596,13.816670000000002,8.22352028751071,,12.614938093
51,UNH.N,Health Care,19.66333,5.16780468303371,24.006,4.9619801438458095,12.71583,39.554647997
52,ALGN.OQ,Health Care,48.76667,11.5851133930054,18.014,12.136239206564698,12.911,0.0
53,NLSN.N,Industrials,2.0,4.82306824049924,32.786,8.09311638975991,-2.78,77.675983921
54,TTWO.OQ,Communication Services,29.55,4.89156565393656,17.275879999999997,4.21092845026068,14.723329999999999,0.0
55,BIO.N,Health Care,13.4,5.789374183736481,4.0,6.944264510033291,,7.098702656
56,CAG.N,Consumer Staples,7.07,4.936425771450519,14.025,5.953120948136599,6.99,55.075968607
57,XLNX.OQ,Information Technology,26.375,7.107336940653241,33.17738,6.67240331826957,7.475,34.996443833
58,INCY.OQ,Health Care,19.9,5.854574273119679,27.543329999999997,7.2507820766974005,17.971,1.920591495
59,ADBE.OQ,Information Technology,37.25,6.97977943808432,29.37817,6.66301429837429,16.887,28.211062369
60,NTRS.OQ,Financials,,1.11142192873839,11.469000000000001,7.15357752635712,-5.51,91.597587233
61,SPGI.N,Financials,119.35,6.589002811134289,204.61517,6.84848790683199,9.89,58.471563981
62,CVX.N,Energy,-2.4,7.65454301633038,3.2901300000000004,8.331078413068541,-3.7333300000000005,15.665491547
63,AIZ.N,Financials,,4.45225375273683,11.035,4.71044767558174,,26.100923397
64,PRGO.N,Health Care,9.65,4.026740495616299,9.025,5.249382761390071,,36.728331135
65,CNC.N,Health Care,10.043330000000001,3.3543620825289304,11.49386,4.30739572595667,13.700999999999999,51.956999016000005
66,AKAM.OQ,Information Technology,15.95,3.3323705292640797,17.6905,2.6446249732888396,11.052,33.464441538
67,COG.N,Energy,15.2,2.50716636572394,25.4504,1.84776924993058,-2.7689999999999997,36.186286746
68,BIIB.OQ,Health Care,20.2,3.49572817149596,32.6868,4.0748014953576,-2.91771,30.86364084
69,K.N,Consumer Staples,11.6925,4.199103823717509,38.95633,4.607270658914451,1.75,70.505517978
70,EQIX.OQ,Real Estate,10.5,2.82388321416805,7.21333,3.2772250361782,,57.223482693
71,DD.N,Materials,15.47,7.78767781441134,4.91333,8.65694367762942,1.62,29.5696828975
72,WFC.N,Financials,,4.4409092849318705,5.09667,7.1835952090515605,0.6483300000000001,
73,SJM.N,Consumer Staples,6.95,2.62520877307041,10.74225,2.2229468060754303,0.68,40.722541052
74,ZBRA.OQ,Information Technology,15.4,10.1164510758362,28.50333,10.143026177874699,,40.982028241
75,CPRT.OQ,Industrials,,7.1631194149954105,,7.6119762073952195,,13.7771131052
76,BFb.N,Consumer Staples,25.55,5.529012194018309,33.93,5.05771246869521,6.85,56.849464715
77,NOW.N,Information Technology,10.0,7.1844007726931,31.156709999999997,8.63188077323385,28.2055,24.619206623
78,TT.N,Industrials,7.96667,4.1204119897046105,15.35875,5.33673661052571,-0.067,43.251381386999995
79,IBM.N,Information Technology,8.4,6.31223640595593,39.605,7.857502735620531,2.57,74.983310286
80,PAYC.N,Information Technology,24.85,9.63455298074444,28.561329999999998,10.5779872498261,14.3865,5.835021573
81,DXC.N,Information Technology,,6.4240446511353095,14.19,15.5686611955533,-4.09,65.981296014
82,NFLX.OQ,Communication Services,18.2,5.9869586409194095,31.1011,6.60299467962171,35.34,66.062327201
83,GL.N,Financials,,7.0675457374591195,11.03483,7.3137292564623895,,18.426749264
84,HON.N,Industrials,16.85,7.23753322165503,28.3366,7.001181253523769,2.4385,46.095347832
85,APTV.N,Consumer Discretionary,8.8,7.62567723515617,12.3426,9.88561826843945,0.898,52.107462686999995
86,GIS.N,Consumer Staples,11.06667,3.84833082172086,22.459670000000003,4.33743826523882,4.9,60.35366593
87,NRG.N,Utilities,38.4,4.934336749475039,19.775,6.403484128795579,,77.830624917
88,SEE.N,Materials,34.55,5.963121761103411,181.7675,8.20158729066031,6.45,105.42288557200001
89,ROST.OQ,Consumer Discretionary,27.933329999999998,6.89843160572087,49.596709999999995,5.19106383318278,2.6,8.52067187
90,BMY.N,Health Care,20.5,3.94158645440194,32.6,4.942274894990179,18.4,47.477928701
91,ALB.N,Materials,7.8,8.508108375526481,10.55178,9.1401530330681,15.0,42.697740724
92,APD.N,Materials,12.98667,5.40587606026095,17.12267,5.99235127440679,10.32933,22.60386155
93,DOW.N,Materials,5.4433300000000004,6.97346990450997,14.05913,8.1906799713559,-10.425,54.667095528999994
94,REGN.OQ,Health Care,33.2,2.11661119608668,32.439,3.67520008602664,8.7705,6.0481548
95,XRX.N,Information Technology,10.1,7.650388022721519,8.28,11.0148587649548,-7.0,42.477963752
96,OXY.N,Energy,-0.15,6.629829875730651,-6.81186,12.3354347479652,-15.331,52.990936556
97,VTR.N,Real Estate,1.0,5.9945663782606795,-2.215,7.24508988814874,,52.915068011
98,PNW.N,Utilities,6.6,2.16629424075522,9.5895,2.55766886065032,3.7546699999999995,50.858574207
99,AFL.N,Financials,,6.154231704672769,11.75067,5.70982727471359,,18.146358009
100,AON.N,Financials,32.23333,5.83697790852844,44.31,5.407126564773081,6.77,68.32292432
101,LMT.N,Industrials,26.066670000000002,6.35107307246851,98.31367,6.4848503820592,9.1065,79.962085308
102,ZTS.N,Health Care,38.9,4.6431308819555,48.699,5.10127067412675,8.51175,70.420535227
103,ABC.N,Health Care,23.73333,3.6798300759217404,37.70022,4.03640338408707,8.166,60.019239667
