,Instrument,GICS Sector Name,3 Month Total Return,6 Month Total Return,52 Week Total Return,Beta
0,SHW.N,Materials,1.8166677745652802,20.8448374251937,33.0344608423841,1.17273998081
1,DTE.N,Utilities,-10.1651505780906,-8.01902866766526,3.82421884759381,0.212307054814622
2,LOW.N,Consumer Discretionary,-0.9488597585941,10.6567691395608,4.70826366306596,1.31802570879648
3,WBA.OQ,Consumer Staples,-5.79160786486704,-17.3874015543243,-19.6979055184017,1.1366226105417299
4,MAR.OQ,Consumer Discretionary,9.43048236643982,35.1456476322191,62.7896851457784,1.3391350964103101
5,EMR.N,Industrials,6.1717715844771694,15.4738706831638,21.4756521062208,1.17409468694206
6,WEC.N,Utilities,-8.2730301841621,-4.6375065269222695,7.283913022049671,0.113382876309571
7,LEG.N,Consumer Discretionary,-0.8991677375517321,1.9024224110284498,-5.492653690918231,0.921857567567993
8,REG.OQ,Real Estate,-15.9755661123271,-8.79538587869908,-9.317973715409009,0.49119348964426895
9,MS.N,Financials,8.23491246100545,23.943095627329303,25.9029402938626,1.5305486662047698
10,BLK.N,Financials,9.57052759697195,31.473067591567197,46.267555105234,1.71916594200741
11,WYNN.OQ,Consumer Discretionary,12.4960308883165,30.8428281570568,77.8989290359987,1.5057372835303402
12,HOLX.OQ,Health Care,-11.601194577488402,2.01484623578858,-9.458823526804991,0.842223568782588
13,BRKb.N,Financials,5.07634745910137,15.526154872326,19.3818933809047,0.8728297613395021
14,DVN.N,Energy,-15.689155622792098,-5.44283311071579,-21.5817564590369,2.28245267178723
15,ALLE.N,Industrials,4.14474382711214,3.7295237559710004,14.699271208089199,1.08687983089241
16,PEAK.N,Real Estate,-13.0076216087203,-19.6663822748959,-19.233470736125604,0.335624261494164
17,DLTR.OQ,Consumer Discretionary,-11.4121742390448,12.793483471983302,24.665695756619897,0.7647270463751179
18,PAYX.OQ,Information Technology,-4.1329412563556405,16.526737278366802,9.42514221983288,0.928291741771652
19,AAL.OQ,Industrials,8.26649468883405,20.43808716658,32.059734678641895,0.93852616942736
20,TER.OQ,Information Technology,17.5753020172331,33.7692274056649,60.6052230643239,1.15383653256726
21,WDC.OQ,Information Technology,26.027770848210803,16.8741700968638,35.66011584476429,1.11920013982725
22,PWR.N,Industrials,-7.21102862889266,-3.58126721205985,-6.616862320597519,0.8694881093078691
23,XOM.N,Energy,-9.459013549383322,-5.24028580863913,-5.77052475437371,0.920584904254131
24,CMA.N,Financials,15.313651186206698,42.8619412790188,38.3871967726489,1.4021862641942
25,DISCK.OQ,Communication Services,9.417721521488499,4.69961240349879,-21.1313868606072,1.50871995549851
26,NDAQ.OQ,Financials,8.966584955248651,13.5441964121382,20.520362318971,0.7092334878270591
27,DPZ.N,Consumer Discretionary,22.8763447066926,17.0862047516994,23.370275148860397,0.407127402756894
28,HES.N,Energy,12.580645161803801,16.531779971319303,2.29604680466191,1.59538389120371
29,BXP.N,Real Estate,-2.10045058606304,4.1386970183158,-2.63177066494356,0.642737753292543
30,BEN.N,Financials,-10.578691785093199,-8.10506722239216,-10.2702187079545,1.62826477120731
31,APA.OQ,Energy,-9.977560986756949,-15.9319158367213,-29.311740951868803,1.24120038780861
32,AMAT.OQ,Information Technology,14.934124453480502,28.322191480757898,55.600937311867895,1.6164575650104198
33,FLT.N,Information Technology,8.76860764649197,42.587229345274,26.0930544603894,1.49194305742513
34,ZION.OQ,Financials,9.87978518724493,27.4029564233633,24.8769034393367,
35,RF.N,Financials,13.6578486273861,42.2648721562496,31.5384947922369,1.25827157509628
36,DISH.OQ,Communication Services,-17.479925879976403,-24.3059490069125,-36.6023410335091,1.07787470387865
37,PEG.N,Utilities,-6.07643483531349,8.09337020856873,13.6526786079196,0.46124687761934496
38,ALL.N,Financials,-6.41905291016491,7.44848813980807,18.7890908148976,0.9781460971840891
39,SLB.N,Energy,5.9912258652278,-1.35551890955103,-15.4572187419316,1.09729430032631
40,PGR.N,Financials,13.3657200365116,36.620226709248,57.0637730037905,0.713407002446492
41,NOV.N,Energy,9.83061101267699,5.5617821553865,-6.832284362703089,0.863167706092702
42,SWKS.OQ,Information Technology,17.960445745662998,2.1919863365208,14.7766485251225,0.55246279286925
43,EL.N,Consumer Staples,11.488812326403401,32.1496101897563,70.5408416759424,0.7047669723165931
44,NOC.N,Industrials,10.127500060486598,28.4701967264646,43.8605305983707,0.770991610825058
45,PKG.N,Materials,3.0929300382989595,2.55024202463934,30.0654388933839,1.8282888252960101
46,CSX.OQ,Industrials,7.656166229194451,8.9781802808327,21.0805819416782,1.25430560816245
47,MSCI.N,Financials,21.4314291282559,37.5269651787156,60.53756435277471,0.882804934146782
48,CERN.OQ,Health Care,-11.005473929080999,-13.570229439475801,9.63620229888256,0.9166313012367371
49,MGM.N,Consumer Discretionary,8.878441035735671,12.524795804767498,34.9673142797149,1.4550532608401998
50,ANSS.OQ,Information Technology,13.058163881958,37.3830241317841,56.0902816655725,1.01932126410932
51,UNH.N,Health Care,3.79850886332358,16.562052549661,35.9258924663126,0.730403220663844
52,ALGN.OQ,Health Care,16.835795335884498,47.897018973867596,147.00823753153,1.4532043374973203
53,NLSN.N,Industrials,-9.15652577619378,-14.3472716777927,-21.1060830667991,0.970110525133678
54,TTWO.OQ,Communication Services,-2.05953772754202,8.47693993387377,86.1220304229545,0.9306531494943551
55,BIO.N,Health Care,6.60474716207822,17.8447632838938,33.648487259454,0.887497885467999
56,CAG.N,Consumer Staples,-3.118848805237,5.1532908194345595,-10.241511427314801,0.28992829100747497
57,XLNX.OQ,Information Technology,12.1134167127493,12.0809771773715,28.940059230475804,1.1105578006913799
58,INCY.OQ,Health Care,-8.007468102381202,-25.564414602422598,-40.2519536485719,0.627899304875223
59,ADBE.OQ,Information Technology,23.300095767821198,41.6726001713791,78.8884348263854,1.07527939948965
60,NTRS.OQ,Financials,8.853849464694449,21.613239163597196,19.9542681733477,0.950474506975317
61,SPGI.N,Financials,14.2932345354667,25.775694482569698,47.859203154518994,1.37173682270383
