,Instrument,GICS Sector Name,Return On Invested Capital - Mean,"Weighted Average Cost of Capital, (%)",Return On Equity - Mean,"WACC Cost of Equity, (%)",Long Term Growth - Mean,"Total Debt to Total Capital, Percent"
0,SHW.N,Materials,17.225,6.8157324683228095,48.07178,9.705571965801651,14.2235,71.465259275
1,DTE.N,Utilities,6.9,3.53462169847479,10.338,3.2547723616721,4.4526699999999995,57.061580993
2,LOW.N,Consumer Discretionary,23.45,8.20382689334529,236.14378,9.866738614848419,14.1,81.658025872
3,WBA.OQ,Consumer Staples,16.4,3.2766999598942,18.037,7.49033496265583,1.66525,35.041133233000004
4,MAR.OQ,Consumer Discretionary,52.16667,9.57269077970948,254.53917,9.927363009442589,7.1,80.772554442
5,EMR.N,Industrials,17.95,9.36951655642964,25.98043,10.412500241523801,6.01733,34.618181818000004
6,WEC.N,Utilities,5.85,1.8466612843319399,11.53575,2.03395858073922,6.125,54.51995675
7,LEG.N,Consumer Discretionary,,7.83074191964172,,8.87806101590202,,50.470648639
8,REG.OQ,Real Estate,4.0,5.74605100905429,4.23,4.96765458242363,,36.547694233
9,MS.N,Financials,,3.4075479386377205,11.151539999999999,10.2421721732918,7.973330000000001,84.3616908876
10,BLK.N,Financials,23.2,7.68793489189652,13.891670000000001,11.479876361983099,6.4708,12.926088424000001
11,WYNN.OQ,Consumer Discretionary,15.1,8.04351682665906,35.49263,14.722376719625402,13.5555,83.874833187
12,HOLX.OQ,Health Care,14.4,7.83371449802414,24.396,6.69483690954409,8.03333,57.801831228000005
13,BRKb.N,Financials,,5.5339935650600305,6.86,7.17419677015888,,21.664925887
14,DVN.N,Energy,1.6,11.166831361514001,10.20067,16.574429825579802,20.796,32.653958944
15,ALLE.N,Industrials,24.133329999999997,4.4991535592596605,61.058,8.9673996006117,7.89067,68.839336764
16,PEAK.N,Real Estate,4.8,4.3471403468886605,3.5425,3.2857844946301,,46.090049756999996
17,DLTR.OQ,Consumer Discretionary,14.166670000000002,5.540707632432389,19.26525,5.50076839054198,6.9158,43.048182313999995
18,PAYX.OQ,Information Technology,106.0,6.3684326491867,39.90814,7.29795448889612,9.095,23.314499839
19,AAL.OQ,Industrials,13.06667,5.24285028807697,119.41786,12.6238951774088,15.494000000000002,100.695358789
20,TER.OQ,Information Technology,,9.2342163896486,34.208,11.535196638719,11.84,19.974452449
21,WDC.OQ,Information Technology,15.3,8.168612374028879,15.5325,13.5080764879436,,51.35438528
22,PWR.N,Industrials,,7.66738496871102,11.69817,9.388515287077471,12.472000000000001,23.477602554
23,XOM.N,Energy,4.2666699999999995,6.92690600360099,9.453560000000001,8.11660783261402,9.69167,15.993297338
24,CMA.N,Financials,,7.352894853955821,14.95132,11.390857418875502,3.6,
25,DISCK.OQ,Communication Services,20.95,5.477378342752,19.975,11.4332168771903,9.8,61.490296595
26,NDAQ.OQ,Financials,18.7,5.43935284031489,14.98625,5.867918597256059,5.763330000000001,41.282327586
27,DPZ.N,Consumer Discretionary,77.1,3.4954174702643996,-15.3028,5.03477083299334,13.993,718.293627952
28,HES.N,Energy,3.45,10.4319734372461,1.699,14.1049496641229,,37.995444191
29,BXP.N,Real Estate,5.8,5.50856586766186,9.6,7.382946450530031,,57.267269197
30,BEN.N,Financials,35.7,6.61731683319838,12.94,9.7183251147703,-3.0075,6.08096828
31,APA.OQ,Energy,4.9,11.8480481147075,3.09533,13.420506856245801,5.849,48.33489681
32,AMAT.OQ,Information Technology,31.15,9.29126653906239,36.78257,12.088812238429,8.525,43.681092643999996
33,FLT.N,Information Technology,,8.64509972159831,23.745,8.77372919975265,13.856670000000001,59.062543547
34,ZION.OQ,Financials,,8.092220599711741,10.91928,11.5150744815239,1.0,
35,RF.N,Financials,,8.85190816139897,10.05959,11.627124458084,9.75,
36,DISH.OQ,Communication Services,5.0,8.365583043037809,7.761,10.5893863295968,-20.5775,62.596586595
37,PEG.N,Utilities,20.1,3.4434733645347295,11.4425,3.8180082051763904,3.65,51.843912241999995
38,ALL.N,Financials,,5.670796319137501,14.312220000000002,7.01044206529812,10.401,23.235961530999997
39,SLB.N,Energy,10.0,10.8454803230347,7.383089999999999,11.447792292650199,15.0395,30.493759143000002
40,PGR.N,Financials,,3.85200706647637,21.99,5.82448658887422,4.97,28.526927959000002
41,NOV.N,Energy,6.3,10.1970837809765,3.7744400000000002,10.1517882960146,,16.331325301
42,SWKS.OQ,Information Technology,28.7,8.21260945828819,24.58571,8.40827868013063,15.0,0.0
43,EL.N,Consumer Staples,39.33167,6.11501751081285,48.98325,6.54077534347099,12.64225,43.614981465
44,NOC.N,Industrials,24.73333,4.9123311286439195,36.30813,6.78438730509074,7.902,63.753486519
45,PKG.N,Materials,17.0,,20.15,12.5677115744839,1.165,48.360418156
46,CSX.OQ,Industrials,13.22,6.96662230119126,30.135890000000003,9.66248610254586,9.4362,53.981782932
47,MSCI.N,Financials,31.6,6.298239884181349,-50.9,8.77115758748779,,106.911309551
48,CERN.OQ,Health Care,17.075,5.44327329427451,20.732,7.642696991351769,14.15,8.259630071
49,MGM.N,Consumer Discretionary,7.7666699999999995,9.43588573820127,10.520999999999999,11.1041028489711,32.701,58.869186351
50,ANSS.OQ,Information Technology,12.65,8.52484098657596,15.35,10.4291662550566,7.0,0.0
51,UNH.N,Health Care,18.636670000000002,5.16780468303371,25.314,5.645366839134789,13.7335,39.398152639
52,ALGN.OQ,Health Care,48.4,11.5851133930054,32.195,14.143772206877198,19.195,0.0
53,NLSN.N,Industrials,-0.8,4.82306824049924,24.607,7.61160205361816,-2.0,73.377077865
54,TTWO.OQ,Communication Services,28.225,4.89156565393656,17.087220000000002,6.43473428157319,10.700330000000001,0.0
55,BIO.N,Health Care,20.4,5.789374183736481,25.75,8.968180726892141,21.0,9.853218592000001
